Time,Aileron Command (norm),Elevator Command (norm),Rudder Command (norm),Flap Command (norm),Left Aileron Position (deg),Right Aileron Position (deg),Elevator Position (deg),Rudder Position (deg),Flap Position (deg),P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Prop x} (lbs),F_{Prop y} (lbs),F_{Prop z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Ext x} (lbs),F_{Ext y} (lbs),F_{Ext z} (lbs),F_{Buoyant x} (lbs),F_{Buoyant y} (lbs),F_{Buoyant z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} (ft-lbs),N_{Aero} (ft-lbs),L_{Aero MRC} (ft-lbs),M_{Aero MRC} (ft-lbs),N_{Aero MRC} (ft-lbs),L_{Prop} (ft-lbs),M_{Prop} (ft-lbs),N_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{ext} (ft-lbs),M_{ext} (ft-lbs),N_{ext} (ft-lbs),L_{Buoyant} (ft-lbs),M_{Buoyant} (ft-lbs),N_{Buoyant} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),LEFT_MAIN WOW,LEFT_MAIN stroke (ft),LEFT_MAIN stroke velocity (ft/sec),LEFT_MAIN compress force (lbs),LEFT_MAIN wheel side force (lbs),LEFT_MAIN wheel roll force (lbs),LEFT_MAIN body X force (lbs),LEFT_MAIN body Y force (lbs),LEFT_MAIN wheel velocity vec X (ft/sec),LEFT_MAIN wheel velocity vec Y (ft/sec),LEFT_MAIN wheel rolling velocity (ft/sec),LEFT_MAIN wheel side velocity (ft/sec),LEFT_MAIN wheel slip (deg),RIGHT_MAIN WOW,RIGHT_MAIN stroke (ft),RIGHT_MAIN stroke velocity (ft/sec),RIGHT_MAIN compress force (lbs),RIGHT_MAIN wheel side force (lbs),RIGHT_MAIN wheel roll force (lbs),RIGHT_MAIN body X force (lbs),RIGHT_MAIN body Y force (lbs),RIGHT_MAIN wheel velocity vec X (ft/sec),RIGHT_MAIN wheel velocity vec Y (ft/sec),RIGHT_MAIN wheel rolling velocity (ft/sec),RIGHT_MAIN wheel side velocity (ft/sec),RIGHT_MAIN wheel slip (deg),TAIL WOW,TAIL stroke (ft),TAIL stroke velocity (ft/sec),TAIL compress force (lbs),TAIL wheel side force (lbs),TAIL wheel roll force (lbs),TAIL body X force (lbs),TAIL body Y force (lbs),TAIL wheel velocity vec X (ft/sec),TAIL wheel velocity vec Y (ft/sec),TAIL wheel rolling velocity (ft/sec),TAIL wheel side velocity (ft/sec),TAIL wheel slip (deg),LEFT_WING WOW,LEFT_WING stroke (ft),LEFT_WING stroke velocity (ft/sec),LEFT_WING compress force (lbs),RIGHT_WING WOW,RIGHT_WING stroke (ft),RIGHT_WING stroke velocity (ft/sec),RIGHT_WING compress force (lbs), Total Gear Force_X (lbs), Total Gear Force_Y (lbs), Total Gear Force_Z (lbs), Total Gear Moment_L (ft-lbs), Total Gear Moment_M (ft-lbs), Total Gear Moment_N (ft-lbs),R-1820-97 Power Available (engine 0 in ft-lbs/sec),R-1820-97 HP (engine 0),R-1820-97 equivalent ratio (engine 0),R-1820-97 MAP (engine 0 in inHg),prop Torque (engine 0),prop PFactor Pitch (engine 0),prop PFactor Yaw (engine 0),prop Thrust (engine 0 in lbs),prop Pitch (engine 0),prop RPM (engine 0),R-1820-97 Power Available (engine 1 in ft-lbs/sec),R-1820-97 HP (engine 1),R-1820-97 equivalent ratio (engine 1),R-1820-97 MAP (engine 1 in inHg),prop Torque (engine 1),prop PFactor Pitch (engine 1),prop PFactor Yaw (engine 1),prop Thrust (engine 1 in lbs),prop Pitch (engine 1),prop RPM (engine 1),R-1820-97 Power Available (engine 2 in ft-lbs/sec),R-1820-97 HP (engine 2),R-1820-97 equivalent ratio (engine 2),R-1820-97 MAP (engine 2 in inHg),prop Torque (engine 2),prop PFactor Pitch (engine 2),prop PFactor Yaw (engine 2),prop Thrust (engine 2 in lbs),prop Pitch (engine 2),prop RPM (engine 2),R-1820-97 Power Available (engine 3 in ft-lbs/sec),R-1820-97 HP (engine 3),R-1820-97 equivalent ratio (engine 3),R-1820-97 MAP (engine 3 in inHg),prop Torque (engine 3),prop PFactor Pitch (engine 3),prop PFactor Yaw (engine 3),prop Thrust (engine 3 in lbs),prop Pitch (engine 3),prop RPM (engine 3),Fuel Tank 0,Fuel Tank 1,Fuel Tank 2,Fuel Tank 3,Fuel Tank 4,Fuel Tank 5,Fuel Tank 6,Fuel Tank 7,Fuel Tank 8,Fuel Tank 9,Fuel Tank 10,Fuel Tank 11,Fuel Tank 12,Fuel Tank 13,Fuel Tank 14,Fuel Tank 15,Fuel Tank 16,Fuel Tank 17,Fuel Tank 18,Fuel Tank 19,Fuel Tank 20,Fuel Tank 21,Fuel Tank 22,Fuel Tank 23,/fdm/jsbsim/aero/angle/right_wing_tip_alpha
0,0,0,0,0,0,0,0,0,0,0,0,0,1.855065155554062,-5.7541809455564,0.002421967130064721,1.268655486405812e-016,0.003336758365617216,-0.002514427780625233,461.4840527,44549919.99,853.018444924,366.800375372,853.0184449244072,-5.095979163764416e-015,-1.285335194803559e-014,-27.62459089842537,-0.02865317102821913,-63.39751632848873,2.637161749660006,-57.66326618950313,38.1306943171524,-27.62459089842536,2.508206607281402e-015,-95.50665936641543,853.0184449244068,-5.095979163764381e-015,-1.285335194803561e-014,329.7527951068215,-160.6412446788267,2.590156363689036e-011,-766.8618555980072,373.581800694353,2.590522914727192e-011,3.24477934279705e-011,-853.0184449244074,-6.933569680309219e-014,36072.49103545748,3.914842223966635e-012,157273.765156242,4.359936357,-36072.49103545748,4.13034127184251e-012,-157273.765156242,-9417.775824656168,0,0,0,0,0,0,0,0,0,0,0,-45490.26686011365,4.13034127184251e-012,-157273.765156242,8.339259330575884e-011,-19287.19800439153,-5.848816868674423e-011,4.061648807365384e-011,-21678.22904269914,-4.873978568838459e-011,26918.6319785485,-6138.227389415011,0,0,0,0,0,0,0,0,0,0,26918.63197854858,-25425.42539380654,-5.848816868674423e-011, 831414.1283,-1.539337995e-012,-1347.090663,-1.539337995e-012, 253167.1459,7.53883014e-013,-1347.090663,7.53883014e-013, 1031781.611,1646.730879,52982,270.4625419953946,3.295892619010272e-015,1.221244951115473,19972.900000002,19972.900000002,1.283643778508793e-015,1.896910902954675e-015,270.0000000000022,0.707106781186561,1.962615573354681e-017,3.784269505186552e-018,-0.7071067811865343,0.1002714921249696,0.2011134997868599,0.8720440767412534,0.434785138075128,-0.1002714921249696,-0.2011134997868599,-0.8720440767412534,-0.434785138075128,-8.6333750882017e-016,-3.4228814195944e-016,37,37.184737902182,-115.97333333333,-7326037.032783761,-15038361.99380877,12605388.3191042,-7326037.032783761,-15038361.99380877,12605388.3191042,0,19972.900000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54314.2,-98.7531,2.8234,21.4716,6729.66,-0,-0,-2354.44,12,1246.92,-54314.2,-98.7531,2.8234,21.4716,6729.66,-0,-0,-2354.44,12,1246.92,-54314.2,-98.7531,2.8234,21.4716,6729.66,-0,-0,-2354.44,12,1246.92,-54314.2,-98.7531,2.8234,21.4716,6729.66,-0,-0,-2354.44,12,1246.92,328,328,328,328,328,410,410,410,410,2581,1293,1287,1287,1293,2581,410,410,410,410,328,328,328,328,328,-1.5068082084877579e-017
0.02,0,0,0,0,0,0,0,0,0,0.03710130311108124,-0.1150836189111298,4.84393426026307e-005,1.825103464108992,11.53335746933199,0.004046606981480893,0.03710130311108137,-0.1117468605455108,-0.002465988438023938,460.5909289,44506789.72,852.192609261,367.635837645,852.1897097885739,-0.0005737908032719119,-2.223017885504514,-28.84638041870396,-0.03060312302149192,-59.78809534969609,5.593093580072505,-54.37586715130105,34.92853286781458,-28.84214825835878,0.0002827422900210064,-90.18544415209514,852.1897097885735,-0.0005737908032719121,-2.223017885504514,329.7198343286445,-162.601203459606,1.337387310546683,-766.8945086779299,371.6224794518934,1.337387310548096,-0.00109684402357932,-852.1897079775666,-2.223712000616223,37469.47340187689,0.4403718448621126,148609.4037226544,3.966146045,-37857.00635733606,0.4656004598579732,-148511.1557474879,-9638.249804683366,0,0,0,0,0,0,0,0,0,0,0,-47495.25616201943,0.4656004598579732,-148511.1557474879,-1064.843652971505,57243.21993712755,-5.988499164507711,-1064.796268622539,55371.55597536371,-6.006445810926062,27548.80815174432,-6281.910345522349,36.71861844583327,0,0,0,0,0,0,0,0,0,26483.96449877282,50961.3095916052,30.73011928132556, 831414.1283,-1.539337995e-012,-1347.090663,-1.539337995e-012, 253167.1459,7.53883014e-013,-1347.090663,7.53883014e-013, 1031781.611,1646.730879,52982,270.4625419953946,3.295892619010272e-015,1.221244951115473,19972.900001287,19972.900001287,-1.168432435349117e-011,4.666785566299303e-005,269.9999648332658,-0.7071065641843056,-2.879719880603318e-007,-2.879719555104856e-007,0.7071069981889818,0.100271492125005,0.201113499786931,0.8720440767414089,0.4347851380752816,-0.1002711750746468,-0.2011128638822907,-0.8720442233955302,-0.4347852111942532,-0.14946114961602,-3.8577888371303e-005,36.999999999997,37.18473790218,-115.97339176782,-7326030.437727858,-15038365.20663366,12605388.3191042,-7326052.370017767,-15038354.52216638,12605388.3191042,8.3561482644808e-005,19972.900001287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55467,-100.849,2.8234,21.4713,6887.2,-0,-0,-2409.56,12,1261.61,-55467,-100.849,2.8234,21.4713,6887.2,-0,-0,-2409.56,12,1261.61,-55467,-100.849,2.8234,21.4713,6887.2,-0,-0,-2409.56,12,1261.61,-55467,-100.849,2.8234,21.4713,6887.2,-0,-0,-2409.56,12,1261.61,327.999,327.999,327.999,327.999,327.999,409.999,409.999,409.999,409.999,2581,1293,1287,1287,1293,2581,409.999,409.999,409.999,409.999,327.999,327.999,327.999,327.999,327.999,-0.0025705968389087117
0.04,0,0,0,0,0,0,0,0,0,0.07360357429923579,0.1155835956035273,0.0001294579074177117,1.798077748642248,10.55911436508223,-0.0003542350908265061,0.07360347334583418,0.1189203214049752,-0.002385013084711015,459.9570336,44476112.78,851.607214394,368.233213941,851.6005640629886,-0.001198538760508683,-3.36554521260431,-28.94748785621871,-0.03401935365438946,-53.59304097834546,6.659537675594258,-52.43867061453433,33.2660762270126,-28.95590323743523,0.0005900407248434917,-87.4199664930113,851.6005640629883,-0.001198538760508683,-3.36554521260431,329.8612555185501,-163.6558468122501,2.003936353409596,-766.7527883428372,370.568473316324,2.003936353409634,-0.002185178116622237,-851.600693150814,-3.332720914392904,37246.6477944514,0.919217662338901,144105.4426944199,3.868950663,-37815.86053822318,0.9716380156723814,-143957.1188852194,-9866.706408466416,0,0,0,0,0,0,0,0,0,0,0,-47682.5669466896,0.9716380156723814,-143957.1188852194,-2110.202522985537,53087.31263981374,-12.8057826158012,-2110.103639425965,51387.05134321617,-12.84323408365767,28201.80089172914,-6430.780806416104,-37.31269883956702,0,0,0,0,0,0,0,0,0,26091.5983687436,46656.53183339763,-50.11848145536822, 831413.5919,-6.361971141e-013,-1347.088596,-6.361971141e-013, 253167.1416,-1.620381527e-012,-1347.088596,-1.620381527e-012, 1031781.074,1646.730429,52981.9855,270.4625360726192,-1.263425849788715e-014,1.221239537118903,19972.985242069,19972.985242069,0.0007420271124272884,-0.002208423247653507,269.9999306862978,-0.7071063534164876,9.048658748085325e-006,1.820625225340458e-005,0.7071072086640694,0.1002877019040613,0.2011228894578047,0.8720448762161592,0.4347754524442353,-0.1002870678174349,-0.2011216176472863,-0.8720451695374797,-0.434775598705664,-0.2264330728244,-8.0637189773989e-005,36.999999999885,37.184737901313,-115.9734500935,-7326023.843935738,-15038368.49458977,12605388.37037044,-7326067.708509564,-15038347.12564245,12605388.37037044,0.00016712296528962,19972.985242069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56660.7,-103.019,2.82341,21.4707,7050.45,-0,-0,-2466.68,12,1276.67,-56660.7,-103.019,2.82341,21.4707,7050.45,-0,-0,-2466.68,12,1276.67,-56660.7,-103.019,2.82341,21.4707,7050.45,-0,-0,-2466.68,12,1276.67,-56660.7,-103.019,2.82341,21.4707,7050.45,-0,-0,-2466.68,12,1276.67,327.999,327.999,327.999,327.999,327.999,409.999,409.999,409.999,409.999,2581,1293,1287,1287,1293,2581,409.999,409.999,409.999,409.999,327.999,327.999,327.999,327.999,327.999,-0.0038765801914292658
0.06,0,0,0,0,0,0,0,0,0,0.1095649260695736,0.3267660121122847,0.0001225446684256161,1.773849554463764,9.21860771543756,-0.004337022699399217,0.1095649267183287,0.3301026733096466,-0.002392012053645966,459.3348071,44445987.17,851.031981394,368.824674547,851.020556234,-0.00189186159780208,-4.409786791128383,-29.0797741055218,-0.03690999467847073,-47.92470311982058,7.684124277598707,-50.6849606128846,31.74304833065205,-29.1053540035876,0.0009306029974216024,-84.88710944406753,851.0205562339996,-0.001891861597802081,-4.409786791128383,330.0051107130172,-164.6852482591731,2.652633311541828,-766.608636106316,369.5397082042438,2.652633311541834,-0.003232969788374246,-851.0205446950652,-4.412012285979758,37100.25109318997,1.449977227112338,139980.2687680555,3.773027531,-37825.08784980976,1.532451848329246,-139786.1473983133,-10103.57094739376,0,0,0,0,0,0,0,0,0,0,0,-47928.65879720352,1.532451848329246,-139786.1473983133,-3138.989440394075,47318.54249941342,-19.31651877247873,-3138.833483534335,45780.04152907644,-19.3755858598101,28878.82585716324,-6585.159139303463,-106.7454047743449,0,0,0,0,0,0,0,0,0,25739.83641676916,40733.38336010996,-126.0619235468237, 831413.0498,2.700823379e-012,-1347.087111,2.700823379e-012, 253167.1385,3.101524052e-013,-1347.087111,3.101524052e-013, 1031780.532,1646.729972,52981.97082,270.4625300801984,-5.493157389957129e-016,1.221234059459511,19973.053696923,19973.053696923,0.002214097614271877,0.0001498288873529189,269.9998982356674,-0.7071061530816203,-1.458700079958253e-005,1.273793560152597e-005,0.707107409025727,0.1002675164850221,0.2011154266402429,0.8720524797687242,0.4347683093723113,-0.100266565370629,-0.2011135189076711,-0.8720529197336833,-0.4347685287199493,-0.29689049046721,-0.00012736969625916,36.999999999735,37.184737900559,-115.97350841753,-7326017.243843523,-15038371.7707083,12605388.41152407,-7326083.040695221,-15038339.71726822,12605388.41152407,0.00025068444793442,19973.053696923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57897.4,-105.268,2.82342,21.4699,7219.71,-0,-0,-2525.89,12,1292.1,-57897.4,-105.268,2.82342,21.4699,7219.71,-0,-0,-2525.89,12,1292.1,-57897.4,-105.268,2.82342,21.4699,7219.71,-0,-0,-2525.89,12,1292.1,-57897.4,-105.268,2.82342,21.4699,7219.71,-0,-0,-2525.89,12,1292.1,327.998,327.998,327.998,327.998,327.998,409.998,409.998,409.998,409.998,2581,1293,1287,1287,1293,2581,409.998,409.998,409.998,409.998,327.998,327.998,327.998,327.998,327.998,-0.0050693686661572677
0.08,0,0,0,0,0,0,0,0,0,0.1450413432309564,0.5111383587636812,3.605941962869081e-005,1.752387123334528,8.023206856782688,-0.0077911434080554,0.1450416308473534,0.5144749237885604,-0.002478624895852236,458.7099211,44415698.3,850.454327844,369.422023993,850.4375438616278,-0.002642258015451482,-5.343007776217135,-29.20386249242248,-0.0391730588958461,-42.9173989570952,8.618733381354922,-49.11475342311348,30.37521872319783,-29.24838964339529,0.001298665020812279,-82.61304275339521,850.4375438616274,-0.002642258015451483,-5.343007776217135,330.1690390645892,-165.6814103714143,3.272263999191264,-766.4444155388591,368.5441817829885,3.272263999191311,-0.004220500565146389,-850.4369102332913,-5.442926006885118,36959.51092626751,2.02372131571583,136276.2243125451,3.687176072,-37814.94145237093,2.138550014667093,-136041.3354950171,-10349.24492245661,0,0,0,0,0,0,0,0,0,0,0,-48164.18637482754,2.138550014667093,-136041.3354950171,-4152.817244380666,42196.70633024583,-25.50204567309352,-4152.599606200876,40801.56471559474,-25.58447323164568,29581.03064994564,-6745.305267632841,-168.9928753650747,0,0,0,0,0,0,0,0,0,25428.21340556498,35451.40106261299,-194.4949210381682, 831412.5013,-2.190754631e-012,-1347.085608,-2.190754631e-012, 253167.1352,9.272427871e-014,-1347.085608,9.272427871e-014, 1031779.983,1646.729511,52981.95598,270.4625240164923,1.647947678809505e-015,1.221228516638486,19973.152481977,19973.152481977,0.004405393544503942,0.00673169281602256,269.999865992776,-0.7071059509320188,-6.872330969541769e-005,-1.435474649622958e-005,0.7071076079548101,0.1002139267322086,0.2010925668583482,0.8720665062152428,0.4347631046682458,-0.1002126585947594,-0.2010900231737924,-0.8720670927675823,-0.4347633969749876,-0.35996502027892,-0.00017801100860293,36.999999999531,37.184737899481,-115.97356669554,-7326010.642282765,-15038375.07449638,12605388.47091466,-7326098.37140647,-15038332.33655081,12605388.47091466,0.00033424593057923,19973.152481977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59179,-107.598,2.82343,21.4688,7395.26,-0,-0,-2587.31,12,1307.92,-59179,-107.598,2.82343,21.4688,7395.26,-0,-0,-2587.31,12,1307.92,-59179,-107.598,2.82343,21.4688,7395.26,-0,-0,-2587.31,12,1307.92,-59179,-107.598,2.82343,21.4688,7395.26,-0,-0,-2587.31,12,1307.92,327.998,327.998,327.998,327.998,327.998,409.998,409.998,409.998,409.998,2581,1293,1287,1287,1293,2581,409.998,409.998,409.998,409.998,327.998,327.998,327.998,327.998,327.998,-0.0061337486075046148
0.1,0,0,0,0,0,0,0,0,0,0.1800881882537282,0.6716027505352248,-0.0001194257409151211,1.73366844486884,6.98741291829761,-0.01078033175332846,0.1800889245996921,0.6749391882401192,-0.002634278888446828,458.0828768,44385275.02,849.874563103,370.02449675,849.8521029113806,-0.003436267182967523,-6.178687088299723,-29.32476410175543,-0.04079827347588198,-38.49582060401644,9.476263267659498,-47.70664807926573,29.14373304800346,-29.38841085594216,0.0016875553120606,-80.56630029499722,849.8521029113803,-0.003436267182967524,-6.178687088299723,330.3507598232538,-166.6480033679788,3.866090077580678,-766.2624066778465,367.5782236050249,3.866090077580707,-0.00512970316788841,-849.8502321293885,-6.430857808236969,36825.04365359739,2.630052974216252,132942.1023643803,3.610100333,-37790.57501603956,2.778946345654474,-132670.8666599508,-10604.17469618795,0,0,0,0,0,0,0,0,0,0,0,-48394.74971222751,2.778946345654474,-132670.8666599508,-5153.289461516341,37786.16751608438,-31.3491258088746,-5153.006652116426,36518.50656052725,-31.45623516890567,30309.69109878351,-6911.507528628328,-224.7643169254079,0,0,0,0,0,0,0,0,0,25156.40163726717,30874.65998745605,-256.1134427342825, 831411.9462,-3.994259719e-013,-1347.084087,-3.994259719e-013,  253167.132,-1.075052222e-012,-1347.084087,-1.075052222e-012, 1031779.427,1646.729044,52981.94095,270.4625178797845,1.098632097461211e-015,1.221222907086649,19973.27124602,19973.27124602,0.007306216421552196,0.01700097168469469,269.9998327122168,-0.7071057329998355,-0.0001499917408083111,-5.982292366744417e-005,0.7071078109330011,0.1001310355360489,0.2010563229286259,0.8720864471191242,0.4347589671117109,-0.1001294503791906,-0.2010531432499584,-0.8720871801762418,-0.4347593321923342,-0.41655066179306,-0.00023166195978984,36.999999999274,37.184737898175,-115.97362493309,-7326004.03709572,-15038378.39780865,12605388.54231375,-7326113.698485629,-15038324.97534489,12605388.54231375,0.00041780741322404,19973.27124602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60507.8,-110.014,2.82345,21.4675,7577.42,-0,-0,-2651.04,12,1324.14,-60507.8,-110.014,2.82345,21.4675,7577.42,-0,-0,-2651.04,12,1324.14,-60507.8,-110.014,2.82345,21.4675,7577.42,-0,-0,-2651.04,12,1324.14,-60507.8,-110.014,2.82345,21.4675,7577.42,-0,-0,-2651.04,12,1324.14,327.997,327.997,327.997,327.997,327.997,409.997,409.997,409.997,409.997,2581,1293,1287,1287,1293,2581,409.997,409.997,409.997,409.997,327.997,327.997,327.997,327.997,327.997,-0.0070852669248801046
0.12,0,0,0,0,0,0,0,0,0,0.2147603782724503,0.811351325088028,-0.0003346133210944044,1.717676654841803,6.090071823566191,-0.0133693764104295,0.2147617040701167,0.8146876046963401,-0.002849675958866709,457.4535088,44354709.35,849.292519332,370.631878333,849.2642598792634,-0.00426047003158736,-6.928222537508358,-29.44533767475291,-0.04178860261441399,-34.58522074671112,10.26674263097752,-46.442029518764,28.03259017192213,-29.52722595559674,0.002090640568683743,-78.72016190891878,849.264259879263,-0.004260470031587361,-6.928222537508358,330.5488603874701,-167.5880552761257,4.436649881788804,-766.0640219885864,366.6388055654375,4.436649881788802,-0.005943945261518613,-849.2604541059113,-7.380003417642008,36695.75783642719,3.258633542040618,129934.4139755869,3.540856536,-37754.49496046364,3.442717556623202,-129630.739747236,-10868.83164976949,0,0,0,0,0,0,0,0,0,0,0,-48623.32661023314,3.442717556623202,-129630.739747236,-6142.003529335221,33993.75988084038,-36.83121020803191,-6141.65317051632,32839.65242881351,-36.9639016227644,31066.15454266524,-7084.070870310921,-274.9019736273622,0,0,0,0,0,0,0,0,0,24924.15101333002,26909.68901052946,-311.7331838353941, 831411.3843,-1.680686049e-012,-1347.082548,-1.680686049e-012, 253167.1287,-7.549543906e-013,-1347.082548,-7.549543906e-013, 1031778.865,1646.728571,52981.92574,270.4625116682959,2.746581032115908e-015,1.221217229178048,19973.409383837,19973.409383837,0.01090797434046133,0.03047950682524034,269.9997974368141,-0.707105485114901,-0.0002553887272705675,-0.0001207690309495215,0.7071080208227449,0.1000225012103596,0.2010084894744633,0.8721118469494259,0.4347551182232122,-0.1000205990388109,-0.2010046737486108,-0.8721127264072912,-0.4347555558443998,-0.46740352088318,-0.00028742388046092,36.999999998971,37.18473789665,-115.97368313036,-7325997.428115346,-15038381.74018767,12605388.62535849,-7326129.021765737,-15038317.63319303,12605388.62535849,0.00050136889586885,19973.409383837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61886.2,-112.52,2.82346,21.466,7766.54,-0,-0,-2717.21,12,1340.79,-61886.2,-112.52,2.82346,21.466,7766.54,-0,-0,-2717.21,12,1340.79,-61886.2,-112.52,2.82346,21.466,7766.54,-0,-0,-2717.21,12,1340.79,-61886.2,-112.52,2.82346,21.466,7766.54,-0,-0,-2717.21,12,1340.79,327.996,327.996,327.996,327.996,327.996,409.996,409.996,409.996,409.996,2581,1293,1287,1287,1293,2581,409.996,409.996,409.996,409.996,327.996,327.996,327.996,327.996,327.996,-0.0079370641180762751
