225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2518563382
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2518768829
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2518974098
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2519179516
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2519385098
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2519590593
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2519796227
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2520001596
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2520207018
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2520412554
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2520617975
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2520823820
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2521029072
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2521234491
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2521439900
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2521645420
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2521851070
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2522056431
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2522262024
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2522467441
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2522672798
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2522878421
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2523083922
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2523289172
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2523494704
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2523700230
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2523905745
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2524111101
225	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2524316609
189	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2524425105
189	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2524474623
189	0	-0.370427	-0.0356063	-0.0409971	-0.0356063	0.290427	-0.0409971	-0.04	0	2524527894
189	0	-0.407549	-0.0953293	-0.0398625	-0.0953293	0.327549	-0.0398625	-0.04	0	2524584977
189	0	-0.427732	0.0370773	-0.0407459	0.0370773	0.347732	-0.0407459	-0.04	0	2524609477
